"","Sesso","Anziano/a","Partner","Persone a carico","Durata del rapporto","Servizio telefonico","Linee multiple","Servizio Internet","Sicurezza online","Backup online","Protezione device","Assistenza tecnica","StreamingTV","StreamingMovies","Termine del contratto","Fatturazione elettronica","Metodo di pagamento","Addebito mensile","Addebito totale","Churn"
"6335","Donna","No","No","Si",67,"Si","Si","fibra ottica","No","Si","No","Si","Si","Si","due anni","Si","assegno elettronico",104,7039.05,"No"
"6336","Donna","No","No","No",14,"Si","No","DSL","No","No","No","Si","Si","Si","mese per mese","Si","assegno elettronico",69.65,921.4,"No"
"6337","Uomo","No","Si","Si",57,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",74.3,4018.35,"No"
"6338","Donna","No","Si","Si",55,"Si","Si","fibra ottica","Si","No","No","No","Si","Si","un anno","No","assegno per posta",100.9,5448.6,"No"
"6339","Uomo","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","assegno per posta",20.25,20.25,"No"
"6340","Uomo","No","No","Si",1,"Si","No","DSL","No","No","No","Si","No","No","mese per mese","Si","assegno per posta",49.9,49.9,"Si"
"6341","Uomo","No","No","No",23,"Si","Si","fibra ottica","No","No","Si","Si","Si","No","mese per mese","Si","carta di credito (automatico)",96.9,2085.45,"No"
"6342","Donna","No","No","No",13,"Si","Si","fibra ottica","Si","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",100.35,1358.85,"Si"
"6343","Uomo","No","Si","No",47,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","mese per mese","Si","assegno elettronico",104.1,5135.15,"No"
"6344","Uomo","No","No","No",38,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno per posta",20.1,730.1,"No"
"6345","Donna","Si","Si","No",38,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","bonifico bancario (automatico)",74.95,2869.85,"Si"
"6346","Donna","Si","No","No",2,"Si","Si","DSL","No","Si","No","No","No","No","mese per mese","Si","carta di credito (automatico)",56.55,118.25,"No"
"6347","Uomo","Si","Si","Si",1,"Si","No","DSL","No","No","No","Si","No","No","mese per mese","Si","carta di credito (automatico)",49.25,49.25,"Si"
"6348","Uomo","No","Si","No",15,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","bonifico bancario (automatico)",68.6,1108.6,"No"
"6349","Donna","No","No","No",26,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","carta di credito (automatico)",69.05,1815.65,"No"
"6350","Donna","No","Si","Si",35,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",19.7,730.4,"No"
"6351","Uomo","No","No","Si",3,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","assegno per posta",20.05,75.45,"No"
"6352","Uomo","No","Si","Si",50,"Si","Si","fibra ottica","No","Si","No","Si","Si","Si","mese per mese","No","assegno elettronico",103.7,5071.05,"Si"
"6353","Uomo","No","Si","No",42,"Si","Si","fibra ottica","Si","No","Si","No","No","Si","mese per mese","Si","assegno elettronico",94.4,4014.6,"No"
"6354","Uomo","No","Si","No",10,"Si","No","DSL","Si","No","No","Si","No","No","mese per mese","Si","carta di credito (automatico)",54.95,568.85,"No"
"6355","Donna","No","Si","No",61,"Si","No","fibra ottica","Si","Si","No","Si","No","Si","un anno","No","bonifico bancario (automatico)",93.7,5860.7,"No"
"6356","Donna","No","No","No",68,"Si","Si","fibra ottica","Si","Si","No","Si","Si","Si","due anni","No","carta di credito (automatico)",110.25,7279.35,"No"
"6357","Uomo","No","No","No",10,"Si","No","fibra ottica","Si","No","Si","No","Si","Si","un anno","Si","assegno elettronico",98.9,1064.95,"No"
"6358","Uomo","No","Si","No",65,"Si","Si","fibra ottica","Si","Si","Si","No","No","No","un anno","No","assegno elettronico",89.75,5769.6,"Si"
"6359","Donna","No","Si","Si",72,"Si","No","DSL","Si","No","Si","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",80.45,5886.85,"No"
"6360","Uomo","No","Si","Si",55,"Si","No","fibra ottica","No","Si","No","Si","No","No","mese per mese","No","assegno elettronico",79.4,4238.45,"No"
"6361","Donna","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","assegno per posta",20.3,20.3,"Si"
"6362","Donna","No","No","No",7,"Si","No","DSL","No","No","Si","Si","No","Si","mese per mese","No","bonifico bancario (automatico)",62.8,418.3,"No"
"6363","Donna","No","No","No",2,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno per posta",74.9,136.05,"No"
"6364","Donna","No","No","No",9,"Si","No","fibra ottica","Si","No","No","No","No","No","mese per mese","Si","assegno elettronico",74.85,708.2,"No"
"6365","Uomo","No","No","Si",27,"Si","Si","No","No","No","No","No","No","No","due anni","Si","carta di credito (automatico)",25.85,788.55,"No"
"6366","Uomo","Si","Si","No",7,"Si","Si","fibra ottica","No","No","Si","No","Si","Si","mese per mese","Si","assegno elettronico",101.95,700.85,"Si"
"6367","Donna","No","Si","No",64,"Si","No","DSL","No","Si","Si","Si","No","Si","due anni","Si","assegno per posta",68.3,4378.8,"No"
"6368","Uomo","No","No","No",70,"No","No","DSL","Si","No","Si","Si","No","Si","due anni","No","bonifico bancario (automatico)",48.4,3442.8,"No"
"6369","Uomo","Si","No","No",2,"Si","Si","fibra ottica","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",94,181.7,"Si"
"6370","Uomo","Si","No","No",67,"Si","No","fibra ottica","Si","Si","No","Si","Si","Si","due anni","Si","assegno elettronico",105.05,7171.7,"No"
"6371","Donna","No","No","No",45,"Si","Si","fibra ottica","No","Si","No","No","Si","No","mese per mese","Si","carta di credito (automatico)",89.3,4016.85,"Si"
"6372","Donna","No","No","No",24,"Si","Si","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",25.15,553,"No"
"6373","Uomo","No","Si","Si",4,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",19.5,96.85,"No"
"6374","Uomo","No","Si","Si",44,"Si","No","fibra ottica","No","No","Si","No","Si","Si","mese per mese","Si","bonifico bancario (automatico)",92.95,4122.9,"No"
"6375","Donna","No","Si","Si",72,"Si","No","No","No","No","No","No","No","No","due anni","Si","assegno per posta",20.7,1482.3,"No"
"6376","Donna","No","No","No",1,"Si","No","fibra ottica","No","Si","No","No","No","No","mese per mese","Si","carta di credito (automatico)",74.3,74.3,"Si"
"6377","Uomo","No","No","No",66,"Si","No","No","No","No","No","No","No","No","due anni","No","bonifico bancario (automatico)",19.35,1240.8,"No"
"6378","Uomo","No","No","No",1,"No","No","DSL","No","Si","No","Si","No","Si","mese per mese","Si","assegno per posta",44.65,44.65,"Si"
"6379","Uomo","No","Si","Si",13,"Si","No","fibra ottica","Si","No","No","No","No","Si","mese per mese","No","assegno elettronico",84.05,1095.3,"Si"
"6380","Uomo","No","No","No",10,"Si","Si","fibra ottica","No","Si","No","No","No","No","mese per mese","Si","bonifico bancario (automatico)",80.7,788.8,"Si"
"6381","Uomo","Si","Si","No",65,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","mese per mese","Si","assegno elettronico",104.35,6578.55,"No"
"6382","Uomo","No","No","Si",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",19.55,19.55,"No"
"6383","Uomo","No","Si","Si",38,"Si","No","DSL","Si","Si","Si","Si","Si","No","un anno","No","assegno elettronico",74.05,2802.3,"No"
"6384","Uomo","No","No","Si",23,"No","No","DSL","Si","No","Si","Si","No","No","due anni","No","assegno per posta",40.1,857.75,"No"
"6385","Donna","No","Si","No",10,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno per posta",20.1,184.4,"No"
"6386","Uomo","No","No","Si",4,"Si","Si","fibra ottica","No","Si","No","No","Si","Si","mese per mese","Si","assegno elettronico",101.7,364.55,"Si"
"6387","Uomo","No","Si","Si",72,"Si","Si","DSL","Si","No","Si","Si","Si","Si","due anni","Si","carta di credito (automatico)",83.55,6093.3,"No"
"6388","Donna","No","Si","No",35,"Si","No","DSL","No","Si","No","Si","No","No","mese per mese","No","assegno elettronico",56.85,1861.1,"No"
"6389","Donna","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.4,20.4,"Si"
"6390","Donna","No","Si","Si",58,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",19.55,1079.65,"No"
"6391","Uomo","No","Si","Si",70,"Si","No","fibra ottica","No","Si","Si","Si","Si","Si","un anno","Si","assegno elettronico",106.15,7475.1,"No"
"6392","Uomo","No","Si","Si",38,"Si","Si","DSL","No","Si","Si","No","Si","Si","un anno","No","carta di credito (automatico)",78.95,2862.55,"No"
"6393","Donna","No","Si","Si",60,"No","No","DSL","No","Si","No","No","Si","Si","mese per mese","Si","assegno elettronico",49.75,3069.45,"No"
"6394","Uomo","No","No","No",26,"Si","Si","fibra ottica","Si","Si","No","No","Si","No","mese per mese","Si","carta di credito (automatico)",92.4,2349.8,"No"
"6395","Donna","No","No","No",8,"Si","No","DSL","Si","Si","No","Si","No","No","un anno","No","bonifico bancario (automatico)",58.2,469.25,"No"
"6396","Uomo","No","Si","Si",41,"Si","Si","fibra ottica","No","No","Si","Si","Si","Si","un anno","Si","assegno elettronico",102.6,4213.35,"Si"
"6397","Donna","Si","Si","No",36,"Si","Si","fibra ottica","No","Si","No","No","Si","No","mese per mese","Si","carta di credito (automatico)",91.95,3301.05,"No"
"6398","Uomo","Si","No","No",54,"Si","No","DSL","No","No","Si","Si","No","Si","un anno","No","bonifico bancario (automatico)",65.25,3529.95,"No"
"6399","Uomo","No","Si","Si",71,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","due anni","Si","bonifico bancario (automatico)",106,7723.7,"Si"
"6400","Donna","No","No","No",55,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",73.1,4144.9,"No"
"6401","Donna","No","No","No",72,"Si","Si","DSL","Si","Si","No","No","No","No","due anni","No","bonifico bancario (automatico)",59.75,4265,"No"
"6402","Donna","No","No","Si",3,"Si","No","DSL","Si","No","No","Si","No","No","mese per mese","Si","assegno per posta",55.1,154.65,"Si"
"6403","Donna","No","Si","Si",54,"Si","Si","DSL","No","Si","Si","No","No","No","due anni","Si","bonifico bancario (automatico)",59.8,3246.45,"No"
"6404","Uomo","No","Si","Si",72,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",116.6,8337.45,"No"
"6405","Uomo","No","No","No",52,"Si","Si","fibra ottica","Si","No","Si","Si","Si","Si","due anni","Si","assegno elettronico",109.3,5731.4,"No"
"6406","Donna","Si","No","No",60,"Si","Si","fibra ottica","Si","No","No","No","Si","Si","un anno","Si","bonifico bancario (automatico)",101.4,6176.6,"No"
"6407","Donna","No","No","No",39,"No","No","DSL","No","No","Si","No","Si","Si","mese per mese","Si","carta di credito (automatico)",50.65,1905.4,"No"
"6408","Donna","No","No","No",15,"Si","No","DSL","No","No","No","No","Si","No","un anno","No","assegno per posta",56.15,931.9,"No"
"6409","Uomo","No","No","No",69,"Si","Si","fibra ottica","No","No","Si","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",106.5,7348.8,"Si"
"6410","Uomo","No","Si","Si",43,"Si","No","No","No","No","No","No","No","No","un anno","Si","assegno per posta",19.2,776.25,"No"
"6411","Donna","Si","No","No",63,"Si","Si","DSL","Si","Si","Si","Si","Si","No","un anno","No","bonifico bancario (automatico)",83,5243.05,"No"
"6412","Uomo","Si","Si","No",2,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","No","assegno elettronico",70.1,141.65,"No"
"6413","Donna","No","Si","Si",72,"Si","No","fibra ottica","Si","Si","Si","Si","Si","Si","due anni","Si","bonifico bancario (automatico)",108.3,7679.65,"No"
"6414","Donna","No","Si","Si",32,"Si","Si","fibra ottica","No","No","Si","No","No","Si","mese per mese","Si","bonifico bancario (automatico)",91.05,2954.5,"Si"
"6415","Uomo","No","Si","Si",40,"Si","Si","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",25.25,1006.9,"No"
"6416","Donna","No","Si","No",58,"No","No","DSL","Si","Si","No","No","Si","No","un anno","Si","assegno elettronico",45.35,2540.1,"No"
"6417","Uomo","No","No","No",67,"No","No","DSL","Si","No","No","Si","Si","No","due anni","No","assegno elettronico",43.9,3097.2,"No"
"6418","Donna","Si","Si","No",51,"Si","Si","fibra ottica","Si","No","No","No","No","No","mese per mese","Si","assegno elettronico",77.5,3807.35,"Si"
"6419","Uomo","No","Si","No",31,"Si","Si","DSL","No","No","Si","Si","Si","Si","un anno","Si","assegno per posta",79.3,2484,"No"
"6420","Uomo","Si","Si","No",69,"Si","Si","fibra ottica","Si","Si","No","No","No","No","mese per mese","Si","carta di credito (automatico)",84.9,5785.65,"No"
"6421","Uomo","No","Si","No",32,"Si","Si","fibra ottica","No","No","No","Si","No","No","un anno","Si","assegno elettronico",79.25,2619.15,"No"
"6422","Donna","No","No","No",21,"Si","No","DSL","Si","Si","No","Si","Si","No","due anni","No","carta di credito (automatico)",71.05,1524.85,"No"
"6423","Uomo","No","No","No",52,"Si","No","DSL","Si","No","Si","No","No","No","un anno","No","assegno elettronico",53.75,2790.65,"No"
"6424","Donna","No","Si","Si",72,"Si","Si","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",24.25,1784.5,"No"
"6425","Donna","No","Si","No",72,"No","No","DSL","No","Si","Si","No","Si","Si","due anni","Si","assegno elettronico",54.2,3937.45,"Si"
"6426","Uomo","No","Si","Si",52,"No","No","DSL","Si","No","Si","No","No","Si","un anno","No","bonifico bancario (automatico)",44.25,2276.1,"No"
"6427","Donna","No","No","No",41,"Si","No","DSL","No","No","No","Si","No","No","un anno","No","bonifico bancario (automatico)",50.05,2029.05,"No"
"6428","Uomo","No","No","No",41,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",20.15,802.35,"No"
"6429","Donna","No","No","No",6,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno per posta",69.25,418.4,"Si"
"6430","Uomo","No","Si","Si",67,"Si","Si","DSL","Si","Si","Si","Si","No","No","un anno","Si","carta di credito (automatico)",69.35,4653.25,"No"
"6431","Donna","No","Si","Si",16,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",19.35,275.9,"No"
"6432","Uomo","No","No","No",17,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.15,343.45,"No"
"6433","Uomo","No","Si","No",35,"Si","No","DSL","Si","Si","Si","No","No","No","mese per mese","No","assegno per posta",61,2130.45,"No"
"6434","Donna","No","Si","Si",58,"Si","No","No","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",20.5,1191.4,"No"
"6435","Uomo","No","No","No",1,"Si","No","DSL","No","No","Si","No","No","No","mese per mese","Si","assegno elettronico",50.5,50.5,"Si"
"6436","Uomo","No","Si","Si",52,"No","No","DSL","No","Si","Si","Si","Si","No","due anni","No","assegno per posta",50.2,2554,"No"
"6437","Donna","No","No","No",70,"Si","No","DSL","Si","No","Si","Si","Si","Si","due anni","No","bonifico bancario (automatico)",79.6,5589.45,"No"
"6438","Donna","No","Si","Si",19,"Si","Si","No","No","No","No","No","No","No","due anni","Si","bonifico bancario (automatico)",24.9,467.7,"No"
"6439","Uomo","Si","No","No",1,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",74.4,74.4,"Si"
"6440","Donna","No","Si","Si",35,"Si","No","fibra ottica","Si","No","Si","Si","Si","Si","mese per mese","Si","assegno elettronico",106.9,3756.45,"No"
"6441","Donna","No","No","No",32,"Si","Si","fibra ottica","No","No","Si","No","Si","Si","mese per mese","Si","assegno elettronico",101.35,3334.9,"No"
"6442","Donna","No","Si","Si",17,"Si","No","DSL","Si","No","No","Si","No","No","mese per mese","Si","carta di credito (automatico)",55.35,920.5,"No"
"6443","Donna","No","Si","Si",67,"Si","No","DSL","No","Si","No","No","No","No","un anno","No","carta di credito (automatico)",50.55,3431.75,"No"
"6444","Donna","No","No","No",9,"Si","No","No","No","No","No","No","No","No","mese per mese","No","bonifico bancario (automatico)",19.5,150.35,"No"
"6445","Uomo","No","No","Si",31,"Si","Si","DSL","No","Si","No","Si","Si","Si","un anno","Si","assegno per posta",79.45,2587.7,"Si"
"6446","Uomo","No","No","No",4,"Si","Si","fibra ottica","Si","No","No","No","Si","No","mese per mese","No","assegno elettronico",90.65,367.95,"No"
"6447","Uomo","Si","Si","Si",58,"Si","Si","fibra ottica","Si","Si","No","Si","No","No","un anno","Si","bonifico bancario (automatico)",89.85,5125.75,"No"
"6448","Uomo","No","No","No",60,"Si","No","DSL","Si","No","Si","Si","Si","Si","un anno","No","assegno per posta",79,4801.1,"No"
"6449","Uomo","No","No","No",58,"Si","Si","fibra ottica","No","No","Si","Si","Si","Si","un anno","Si","assegno elettronico",104.65,6219.6,"Si"
"6450","Uomo","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",19.55,19.55,"No"
"6451","Donna","No","Si","Si",27,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.9,550.1,"No"
"6452","Uomo","Si","Si","Si",66,"Si","Si","fibra ottica","Si","Si","Si","Si","Si","Si","un anno","Si","assegno elettronico",116.25,7862.25,"No"
"6453","Uomo","No","No","No",15,"Si","Si","fibra ottica","Si","No","No","No","Si","No","mese per mese","Si","bonifico bancario (automatico)",87.75,1242.2,"No"
"6454","Uomo","Si","Si","No",47,"Si","Si","fibra ottica","No","No","Si","No","Si","Si","mese per mese","Si","assegno elettronico",100.05,4871.05,"Si"
"6455","Donna","No","No","No",41,"Si","Si","fibra ottica","Si","No","No","No","No","No","mese per mese","Si","carta di credito (automatico)",81.3,3190.65,"No"
"6456","Uomo","No","Si","No",59,"No","No","DSL","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",44.3,2666.75,"No"
"6457","Donna","No","No","Si",50,"Si","No","fibra ottica","No","No","No","No","No","No","due anni","No","carta di credito (automatico)",70.35,3533.6,"No"
"6458","Uomo","No","Si","Si",17,"No","No","DSL","Si","No","Si","No","Si","No","un anno","No","carta di credito (automatico)",44.45,792.15,"No"
"6459","Uomo","No","Si","Si",6,"Si","No","DSL","Si","No","No","No","No","No","mese per mese","Si","assegno elettronico",49.15,295.65,"No"
"6460","Uomo","Si","Si","No",51,"No","No","DSL","No","Si","No","No","No","No","mese per mese","Si","carta di credito (automatico)",29.45,1459.35,"No"
"6461","Uomo","No","No","No",44,"Si","No","fibra ottica","No","Si","No","Si","Si","Si","mese per mese","No","assegno elettronico",100.55,4398.15,"Si"
"6462","Uomo","No","Si","No",49,"Si","No","fibra ottica","No","Si","No","No","Si","No","mese per mese","Si","carta di credito (automatico)",85.3,4297.95,"No"
"6463","Uomo","No","No","No",2,"Si","No","fibra ottica","No","Si","No","No","Si","Si","mese per mese","No","assegno elettronico",95.65,167.3,"Si"
"6464","Uomo","No","Si","No",59,"Si","Si","DSL","Si","No","No","Si","No","Si","un anno","Si","assegno per posta",69.1,4096.9,"No"
"6465","Uomo","Si","No","No",50,"Si","Si","DSL","Si","Si","No","No","Si","No","mese per mese","Si","bonifico bancario (automatico)",70.35,3454.6,"No"
"6466","Donna","No","Si","Si",59,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",20.6,1286,"No"
"6467","Uomo","No","No","No",18,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","No","assegno per posta",74.15,1387,"No"
"6468","Uomo","No","No","No",10,"Si","Si","fibra ottica","No","No","No","No","No","No","mese per mese","No","assegno elettronico",75.05,786.3,"No"
"6469","Uomo","No","Si","No",14,"Si","No","DSL","No","No","No","No","No","No","un anno","No","assegno elettronico",44.6,641.25,"No"
"6470","Uomo","No","No","No",35,"Si","No","No","No","No","No","No","No","No","due anni","No","bonifico bancario (automatico)",21.45,705.45,"No"
"6471","Uomo","No","Si","Si",8,"Si","No","DSL","No","No","No","No","No","No","un anno","Si","assegno per posta",43.45,345.5,"No"
"6472","Uomo","No","Si","Si",18,"Si","No","No","No","No","No","No","No","No","un anno","No","bonifico bancario (automatico)",20.05,345.9,"No"
"6473","Donna","No","Si","Si",60,"Si","Si","fibra ottica","Si","Si","No","No","Si","No","un anno","No","bonifico bancario (automatico)",94.15,5811.8,"No"
"6474","Donna","No","No","No",1,"Si","No","fibra ottica","No","No","Si","No","Si","Si","mese per mese","No","assegno elettronico",94.4,94.4,"Si"
"6475","Donna","No","No","No",6,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.55,124.45,"No"
"6476","Donna","No","No","Si",19,"Si","Si","DSL","Si","Si","No","Si","Si","No","mese per mese","Si","assegno per posta",75.9,1375.6,"No"
"6477","Uomo","No","Si","Si",53,"Si","Si","DSL","Si","Si","No","Si","No","No","un anno","No","bonifico bancario (automatico)",64.15,3491.55,"No"
"6478","Uomo","Si","Si","No",72,"Si","Si","fibra ottica","Si","Si","Si","No","Si","Si","due anni","Si","bonifico bancario (automatico)",109.55,7920.7,"No"
"6479","Donna","No","Si","No",60,"Si","Si","fibra ottica","No","Si","Si","Si","Si","Si","due anni","Si","carta di credito (automatico)",110.8,6640.7,"No"
"6480","Donna","No","No","No",1,"Si","No","DSL","No","No","No","No","Si","No","mese per mese","Si","carta di credito (automatico)",55,55,"Si"
"6481","Donna","No","No","Si",13,"Si","No","DSL","No","No","Si","Si","No","No","mese per mese","No","assegno per posta",53.45,718.1,"No"
"6482","Donna","No","Si","Si",5,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","No","carta di credito (automatico)",69.95,320.4,"No"
"6483","Uomo","No","No","No",1,"Si","Si","fibra ottica","No","No","Si","No","Si","Si","mese per mese","Si","assegno elettronico",101.45,101.45,"Si"
"6484","Uomo","No","Si","Si",13,"Si","No","fibra ottica","No","No","Si","No","Si","Si","mese per mese","No","assegno elettronico",97,1334.45,"No"
"6485","Uomo","No","No","No",37,"Si","Si","DSL","Si","Si","Si","Si","Si","Si","un anno","Si","bonifico bancario (automatico)",90.6,3358.65,"No"
"6486","Uomo","No","Si","No",64,"Si","No","fibra ottica","Si","No","No","No","No","No","mese per mese","Si","assegno per posta",73.55,4764,"No"
"6487","Donna","No","Si","No",5,"Si","Si","DSL","No","No","Si","Si","Si","No","mese per mese","No","bonifico bancario (automatico)",67.95,350.3,"Si"
"6488","Donna","No","Si","No",61,"Si","Si","fibra ottica","No","Si","No","Si","No","Si","due anni","Si","bonifico bancario (automatico)",94.35,5703,"No"
"6489","Donna","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",69.5,69.5,"Si"
"6490","Uomo","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","Si","assegno per posta",18.85,18.85,"Si"
"6491","Uomo","No","No","No",26,"Si","No","No","No","No","No","No","No","No","un anno","No","assegno per posta",19.4,525.55,"No"
"6492","Donna","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",69.2,69.2,"Si"
"6493","Uomo","No","Si","No",24,"Si","No","No","No","No","No","No","No","No","due anni","No","assegno per posta",19.75,483.15,"No"
"6494","Uomo","No","Si","No",17,"No","No","DSL","No","No","Si","Si","Si","Si","un anno","No","assegno elettronico",54.6,934.8,"No"
"6495","Donna","No","No","Si",26,"No","No","DSL","No","No","Si","No","No","No","mese per mese","Si","assegno per posta",29.8,786.5,"No"
"6496","Uomo","No","No","No",1,"Si","No","fibra ottica","No","No","No","No","No","No","mese per mese","Si","assegno elettronico",69.65,69.65,"Si"
"6497","Uomo","Si","Si","No",40,"Si","Si","fibra ottica","Si","No","No","No","Si","Si","mese per mese","No","assegno elettronico",101.85,4086.3,"Si"
"6498","Uomo","No","No","No",52,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","mese per mese","Si","assegno elettronico",103.05,5364.8,"No"
"6499","Donna","No","No","No",1,"Si","No","fibra ottica","No","Si","Si","No","No","No","mese per mese","Si","assegno elettronico",82.3,82.3,"Si"
"6500","Uomo","No","No","No",1,"Si","No","No","No","No","No","No","No","No","mese per mese","No","assegno per posta",20.3,20.3,"No"
"6501","Donna","No","No","No",21,"No","No","DSL","Si","No","No","Si","No","No","due anni","No","assegno per posta",35.1,770.4,"No"
"6502","Donna","No","Si","No",67,"Si","Si","fibra ottica","No","Si","Si","No","Si","Si","un anno","Si","bonifico bancario (automatico)",105.7,6816.95,"No"
"6503","Donna","No","Si","Si",44,"Si","No","DSL","Si","No","No","Si","No","No","mese per mese","No","bonifico bancario (automatico)",56.25,2419.55,"No"
"6504","Uomo","No","Si","Si",70,"No","No","DSL","No","Si","Si","Si","Si","Si","un anno","No","assegno elettronico",60.35,4138.7,"No"
"6505","Uomo","No","No","No",3,"Si","No","fibra ottica","No","No","No","No","Si","No","mese per mese","No","assegno elettronico",79.25,267.6,"Si"
"6506","Uomo","No","Si","Si",56,"Si","No","DSL","Si","Si","Si","No","No","No","due anni","Si","bonifico bancario (automatico)",59.8,3457.45,"No"
"6507","Donna","No","No","No",13,"Si","Si","fibra ottica","No","No","No","No","No","Si","mese per mese","Si","assegno elettronico",84.6,1115.2,"Si"
"6508","Donna","No","Si","Si",58,"Si","Si","fibra ottica","Si","Si","No","No","No","Si","mese per mese","Si","bonifico bancario (automatico)",93.4,5435.6,"Si"
"6509","Donna","No","Si","Si",42,"Si","Si","fibra ottica","No","No","No","No","Si","Si","mese per mese","Si","assegno elettronico",94.2,4186.3,"Si"
"6510","Uomo","Si","Si","No",1,"No","No","DSL","No","No","No","No","No","No","mese per mese","No","assegno elettronico",25.05,25.05,"Si"
"6511","Donna","No","Si","Si",46,"Si","Si","fibra ottica","Si","No","Si","Si","No","Si","due anni","No","assegno per posta",99.65,4630.2,"No"
"6512","Donna","No","Si","Si",63,"Si","No","DSL","Si","No","No","No","No","No","due anni","Si","bonifico bancario (automatico)",50.65,3221.25,"No"
"6513","Uomo","No","No","No",11,"Si","No","DSL","No","Si","Si","Si","No","No","mese per mese","Si","assegno elettronico",60.9,688.5,"No"
"6514","Uomo","No","Si","Si",15,"Si","Si","DSL","No","No","Si","Si","No","No","mese per mese","Si","bonifico bancario (automatico)",59.65,867.1,"No"
"6515","Uomo","No","Si","No",72,"No","No","DSL","Si","Si","Si","Si","Si","Si","due anni","Si","assegno elettronico",64.7,4746.05,"No"
"6516","Donna","No","No","No",29,"No","No","DSL","No","No","No","No","No","No","mese per mese","Si","carta di credito (automatico)",25.1,712.85,"Si"
"6517","Uomo","No","No","Si",1,"Si","No","DSL","No","No","Si","No","No","No","mese per mese","No","assegno elettronico",48.95,48.95,"Si"
"6518","Donna","No","Si","Si",6,"Si","No","DSL","No","No","No","No","Si","No","mese per mese","No","assegno elettronico",54.85,355.1,"No"
"6519","Uomo","No","No","No",1,"Si","No","DSL","No","No","No","No","No","No","mese per mese","No","assegno elettronico",45.3,45.3,"Si"
"6520","Uomo","No","Si","Si",63,"Si","Si","fibra ottica","No","Si","No","No","No","Si","un anno","Si","assegno elettronico",91.35,5764.7,"No"
"6521","Uomo","No","No","No",2,"Si","No","fibra ottica","No","No","Si","No","No","Si","mese per mese","Si","assegno elettronico",85.85,167.3,"Si"
"6522","Donna","No","Si","Si",18,"Si","Si","No","No","No","No","No","No","No","due anni","No","assegno per posta",25.1,428.45,"No"
"6523","Donna","No","Si","No",43,"No","No","DSL","Si","No","No","Si","No","No","mese per mese","No","bonifico bancario (automatico)",34,1505.35,"No"
"6524","Donna","No","No","No",15,"No","No","DSL","Si","Si","Si","Si","No","No","un anno","No","assegno per posta",45.9,693.45,"No"
